State,Date,Year,Ethnicity,NumberOfPeople,Category
Sabah,01/01/2021,2021,Bumi Other,27581,Birth
Sabah,01/01/2022,2022,Bumi Other,28429,Birth
Sarawak,01/01/2012,2012,Bumi Other,21790,Birth
Sarawak,01/01/2013,2013,Bumi Other,20866,Birth
Sarawak,01/01/2014,2014,Bumi Other,21158,Birth
Sarawak,01/01/2015,2015,Bumi Other,20434,Birth
Sarawak,01/01/2016,2016,Bumi Other,19753,Birth
Sarawak,01/01/2017,2017,Bumi Other,19428,Birth
Sarawak,01/01/2018,2018,Bumi Other,19301,Birth
Sarawak,01/01/2019,2019,Bumi Other,19190,Birth
Sarawak,01/01/2020,2020,Bumi Other,18923,Birth
Sarawak,01/01/2021,2021,Bumi Other,16451,Birth
Sarawak,01/01/2022,2022,Bumi Other,16612,Birth
Selangor,01/01/2012,2012,Bumi Other,2346,Birth
Selangor,01/01/2013,2013,Bumi Other,2220,Birth
Selangor,01/01/2014,2014,Bumi Other,2353,Birth
Selangor,01/01/2015,2015,Bumi Other,2205,Birth
Selangor,01/01/2016,2016,Bumi Other,2031,Birth
Selangor,01/01/2017,2017,Bumi Other,2226,Birth
Selangor,01/01/2018,2018,Bumi Other,2083,Birth
Selangor,01/01/2019,2019,Bumi Other,2109,Birth
Selangor,01/01/2020,2020,Bumi Other,2084,Birth
Selangor,01/01/2021,2021,Bumi Other,1789,Birth
Selangor,01/01/2022,2022,Bumi Other,1607,Birth
Terengganu,01/01/2012,2012,Bumi Other,74,Birth
Terengganu,01/01/2013,2013,Bumi Other,51,Birth
Terengganu,01/01/2014,2014,Bumi Other,72,Birth
Terengganu,01/01/2015,2015,Bumi Other,71,Birth
Terengganu,01/01/2016,2016,Bumi Other,48,Birth
Terengganu,01/01/2017,2017,Bumi Other,80,Birth
Terengganu,01/01/2018,2018,Bumi Other,57,Birth
Terengganu,01/01/2019,2019,Bumi Other,59,Birth
Terengganu,01/01/2020,2020,Bumi Other,59,Birth
Terengganu,01/01/2021,2021,Bumi Other,56,Birth
Terengganu,01/01/2022,2022,Bumi Other,45,Birth
W.P. Kuala Lumpur,01/01/2012,2012,Bumi Other,567,Birth
W.P. Kuala Lumpur,01/01/2013,2013,Bumi Other,552,Birth
W.P. Kuala Lumpur,01/01/2014,2014,Bumi Other,526,Birth
W.P. Kuala Lumpur,01/01/2015,2015,Bumi Other,487,Birth
W.P. Kuala Lumpur,01/01/2016,2016,Bumi Other,493,Birth
W.P. Kuala Lumpur,01/01/2017,2017,Bumi Other,518,Birth
W.P. Kuala Lumpur,01/01/2018,2018,Bumi Other,480,Birth
W.P. Kuala Lumpur,01/01/2019,2019,Bumi Other,492,Birth
W.P. Kuala Lumpur,01/01/2020,2020,Bumi Other,447,Birth
W.P. Kuala Lumpur,01/01/2021,2021,Bumi Other,428,Birth
W.P. Kuala Lumpur,01/01/2022,2022,Bumi Other,366,Birth
W.P. Labuan,01/01/2012,2012,Bumi Other,666,Birth
W.P. Labuan,01/01/2013,2013,Bumi Other,688,Birth
W.P. Labuan,01/01/2014,2014,Bumi Other,735,Birth
W.P. Labuan,01/01/2015,2015,Bumi Other,795,Birth
W.P. Labuan,01/01/2016,2016,Bumi Other,780,Birth
W.P. Labuan,01/01/2017,2017,Bumi Other,784,Birth
W.P. Labuan,01/01/2018,2018,Bumi Other,779,Birth
W.P. Labuan,01/01/2019,2019,Bumi Other,821,Birth
W.P. Labuan,01/01/2020,2020,Bumi Other,803,Birth
W.P. Labuan,01/01/2021,2021,Bumi Other,686,Birth
W.P. Labuan,01/01/2022,2022,Bumi Other,623,Birth
W.P. Putrajaya,01/01/2012,2012,Bumi Other,38,Birth
W.P. Putrajaya,01/01/2013,2013,Bumi Other,28,Birth
W.P. Putrajaya,01/01/2014,2014,Bumi Other,34,Birth
W.P. Putrajaya,01/01/2015,2015,Bumi Other,30,Birth
W.P. Putrajaya,01/01/2016,2016,Bumi Other,42,Birth
W.P. Putrajaya,01/01/2017,2017,Bumi Other,40,Birth
W.P. Putrajaya,01/01/2018,2018,Bumi Other,42,Birth
W.P. Putrajaya,01/01/2019,2019,Bumi Other,26,Birth
W.P. Putrajaya,01/01/2020,2020,Bumi Other,37,Birth
W.P. Putrajaya,01/01/2021,2021,Bumi Other,29,Birth
W.P. Putrajaya,01/01/2022,2022,Bumi Other,36,Birth
Johor,01/01/2012,2012,Chinese,16208,Birth
Johor,01/01/2013,2013,Chinese,13509,Birth
Johor,01/01/2014,2014,Chinese,14351,Birth
Johor,01/01/2015,2015,Chinese,13971,Birth
Johor,01/01/2016,2016,Chinese,13091,Birth
Johor,01/01/2017,2017,Chinese,12642,Birth
Johor,01/01/2018,2018,Chinese,12228,Birth
Johor,01/01/2019,2019,Chinese,12280,Birth
Johor,01/01/2020,2020,Chinese,10467,Birth
Johor,01/01/2021,2021,Chinese,7859,Birth
Johor,01/01/2022,2022,Chinese,7440,Birth
Kedah,01/01/2012,2012,Chinese,3222,Birth
Kedah,01/01/2013,2013,Chinese,2465,Birth
Kedah,01/01/2014,2014,Chinese,2534,Birth
Kedah,01/01/2015,2015,Chinese,2421,Birth
Kedah,01/01/2016,2016,Chinese,2201,Birth
Kedah,01/01/2017,2017,Chinese,2176,Birth
Kedah,01/01/2018,2018,Chinese,1861,Birth
Kedah,01/01/2019,2019,Chinese,1813,Birth
Kedah,01/01/2020,2020,Chinese,1659,Birth
Kedah,01/01/2021,2021,Chinese,1464,Birth
Kedah,01/01/2022,2022,Chinese,1205,Birth
Kelantan,01/01/2012,2012,Chinese,614,Birth
Kelantan,01/01/2013,2013,Chinese,557,Birth
Kelantan,01/01/2014,2014,Chinese,611,Birth
Kelantan,01/01/2015,2015,Chinese,538,Birth
Kelantan,01/01/2016,2016,Chinese,506,Birth
Kelantan,01/01/2017,2017,Chinese,533,Birth
Kelantan,01/01/2018,2018,Chinese,442,Birth
Kelantan,01/01/2019,2019,Chinese,439,Birth
Kelantan,01/01/2020,2020,Chinese,398,Birth
Kelantan,01/01/2021,2021,Chinese,317,Birth
Kelantan,01/01/2022,2022,Chinese,346,Birth
Melaka,01/01/2012,2012,Chinese,2704,Birth
Melaka,01/01/2013,2013,Chinese,2126,Birth
Melaka,01/01/2014,2014,Chinese,2339,Birth
Melaka,01/01/2015,2015,Chinese,2118,Birth
Melaka,01/01/2016,2016,Chinese,2000,Birth
Melaka,01/01/2017,2017,Chinese,1894,Birth
Melaka,01/01/2018,2018,Chinese,1801,Birth
Melaka,01/01/2019,2019,Chinese,1754,Birth
Melaka,01/01/2020,2020,Chinese,1593,Birth
Melaka,01/01/2021,2021,Chinese,1326,Birth
Melaka,01/01/2022,2022,Chinese,1295,Birth
Negeri Sembilan,01/01/2012,2012,Chinese,2910,Birth
Negeri Sembilan,01/01/2013,2013,Chinese,2453,Birth
Negeri Sembilan,01/01/2014,2014,Chinese,2524,Birth
Negeri Sembilan,01/01/2015,2015,Chinese,2405,Birth
Negeri Sembilan,01/01/2016,2016,Chinese,2189,Birth
Negeri Sembilan,01/01/2017,2017,Chinese,2017,Birth
Negeri Sembilan,01/01/2018,2018,Chinese,1943,Birth
Negeri Sembilan,01/01/2019,2019,Chinese,1916,Birth
Negeri Sembilan,01/01/2020,2020,Chinese,1613,Birth
Negeri Sembilan,01/01/2021,2021,Chinese,1481,Birth
Negeri Sembilan,01/01/2022,2022,Chinese,1366,Birth
Pahang,01/01/2012,2012,Chinese,2680,Birth
Pahang,01/01/2013,2013,Chinese,2198,Birth
Pahang,01/01/2014,2014,Chinese,2258,Birth
Pahang,01/01/2015,2015,Chinese,2111,Birth
Pahang,01/01/2016,2016,Chinese,2049,Birth
Pahang,01/01/2017,2017,Chinese,1850,Birth
Pahang,01/01/2018,2018,Chinese,1664,Birth
Pahang,01/01/2019,2019,Chinese,1692,Birth
Pahang,01/01/2020,2020,Chinese,1497,Birth
Pahang,01/01/2021,2021,Chinese,1351,Birth
Pahang,01/01/2022,2022,Chinese,1209,Birth
Perak,01/01/2012,2012,Chinese,7993,Birth
Perak,01/01/2013,2013,Chinese,6380,Birth
Perak,01/01/2014,2014,Chinese,6596,Birth
Perak,01/01/2015,2015,Chinese,6125,Birth
Perak,01/01/2016,2016,Chinese,5540,Birth
Perak,01/01/2017,2017,Chinese,5141,Birth
Perak,01/01/2018,2018,Chinese,4710,Birth
Perak,01/01/2019,2019,Chinese,4551,Birth
Perak,01/01/2020,2020,Chinese,4004,Birth
Perak,01/01/2021,2021,Chinese,3402,Birth
Perak,01/01/2022,2022,Chinese,3067,Birth
Perlis,01/01/2012,2012,Chinese,199,Birth
Perlis,01/01/2013,2013,Chinese,184,Birth
Perlis,01/01/2014,2014,Chinese,206,Birth
Perlis,01/01/2015,2015,Chinese,198,Birth
Perlis,01/01/2016,2016,Chinese,175,Birth
Perlis,01/01/2017,2017,Chinese,162,Birth
Perlis,01/01/2018,2018,Chinese,129,Birth
Perlis,01/01/2019,2019,Chinese,134,Birth
Perlis,01/01/2020,2020,Chinese,128,Birth
Perlis,01/01/2021,2021,Chinese,134,Birth
Perlis,01/01/2022,2022,Chinese,100,Birth
Pulau Pinang,01/01/2012,2012,Chinese,8491,Birth
Pulau Pinang,01/01/2013,2013,Chinese,6807,Birth
Pulau Pinang,01/01/2014,2014,Chinese,7373,Birth
Pulau Pinang,01/01/2015,2015,Chinese,6886,Birth
Pulau Pinang,01/01/2016,2016,Chinese,6403,Birth
Pulau Pinang,01/01/2017,2017,Chinese,6085,Birth
Pulau Pinang,01/01/2018,2018,Chinese,5583,Birth
Pulau Pinang,01/01/2019,2019,Chinese,5480,Birth
Pulau Pinang,01/01/2020,2020,Chinese,5052,Birth
Pulau Pinang,01/01/2021,2021,Chinese,4436,Birth
Pulau Pinang,01/01/2022,2022,Chinese,3931,Birth
Sabah,01/01/2012,2012,Chinese,2625,Birth
Sabah,01/01/2013,2013,Chinese,2226,Birth
Sabah,01/01/2014,2014,Chinese,2250,Birth
Sabah,01/01/2015,2015,Chinese,2029,Birth
Sabah,01/01/2016,2016,Chinese,1917,Birth
Sabah,01/01/2017,2017,Chinese,1806,Birth
Sabah,01/01/2018,2018,Chinese,1608,Birth
Sabah,01/01/2019,2019,Chinese,1601,Birth
Sabah,01/01/2020,2020,Chinese,1440,Birth
Sabah,01/01/2021,2021,Chinese,1051,Birth
Sabah,01/01/2022,2022,Chinese,1098,Birth
Sarawak,01/01/2012,2012,Chinese,9030,Birth
Sarawak,01/01/2013,2013,Chinese,7556,Birth
Sarawak,01/01/2014,2014,Chinese,7633,Birth
Sarawak,01/01/2015,2015,Chinese,7464,Birth
Sarawak,01/01/2016,2016,Chinese,6980,Birth
Sarawak,01/01/2017,2017,Chinese,6717,Birth
Sarawak,01/01/2018,2018,Chinese,6223,Birth
Sarawak,01/01/2019,2019,Chinese,6378,Birth
Sarawak,01/01/2020,2020,Chinese,5775,Birth
Sarawak,01/01/2021,2021,Chinese,4571,Birth
Sarawak,01/01/2022,2022,Chinese,4655,Birth
Selangor,01/01/2012,2012,Chinese,21430,Birth
Selangor,01/01/2013,2013,Chinese,17120,Birth
Selangor,01/01/2014,2014,Chinese,18847,Birth
Selangor,01/01/2015,2015,Chinese,17769,Birth
Selangor,01/01/2016,2016,Chinese,16494,Birth
Selangor,01/01/2017,2017,Chinese,15473,Birth
Selangor,01/01/2018,2018,Chinese,14322,Birth
Selangor,01/01/2019,2019,Chinese,14613,Birth
Selangor,01/01/2020,2020,Chinese,12598,Birth
Selangor,01/01/2021,2021,Chinese,11791,Birth
Selangor,01/01/2022,2022,Chinese,10418,Birth
Terengganu,01/01/2012,2012,Chinese,303,Birth
Terengganu,01/01/2013,2013,Chinese,256,Birth
Terengganu,01/01/2014,2014,Chinese,216,Birth
Terengganu,01/01/2015,2015,Chinese,244,Birth
Terengganu,01/01/2016,2016,Chinese,243,Birth
Terengganu,01/01/2017,2017,Chinese,249,Birth
Terengganu,01/01/2018,2018,Chinese,173,Birth
Terengganu,01/01/2019,2019,Chinese,163,Birth
Terengganu,01/01/2020,2020,Chinese,151,Birth
Terengganu,01/01/2021,2021,Chinese,149,Birth
Terengganu,01/01/2022,2022,Chinese,128,Birth
W.P. Kuala Lumpur,01/01/2012,2012,Chinese,6911,Birth
W.P. Kuala Lumpur,01/01/2013,2013,Chinese,5635,Birth
W.P. Kuala Lumpur,01/01/2014,2014,Chinese,6064,Birth
W.P. Kuala Lumpur,01/01/2015,2015,Chinese,5613,Birth
W.P. Kuala Lumpur,01/01/2016,2016,Chinese,5725,Birth
W.P. Kuala Lumpur,01/01/2017,2017,Chinese,5267,Birth
W.P. Kuala Lumpur,01/01/2018,2018,Chinese,5011,Birth
W.P. Kuala Lumpur,01/01/2019,2019,Chinese,5199,Birth
W.P. Kuala Lumpur,01/01/2020,2020,Chinese,4843,Birth
W.P. Kuala Lumpur,01/01/2021,2021,Chinese,4438,Birth
W.P. Kuala Lumpur,01/01/2022,2022,Chinese,3936,Birth
W.P. Labuan,01/01/2012,2012,Chinese,89,Birth
W.P. Labuan,01/01/2013,2013,Chinese,77,Birth
W.P. Labuan,01/01/2014,2014,Chinese,77,Birth
W.P. Labuan,01/01/2015,2015,Chinese,85,Birth
W.P. Labuan,01/01/2016,2016,Chinese,56,Birth
W.P. Labuan,01/01/2017,2017,Chinese,74,Birth
W.P. Labuan,01/01/2018,2018,Chinese,65,Birth
W.P. Labuan,01/01/2019,2019,Chinese,54,Birth
W.P. Labuan,01/01/2020,2020,Chinese,54,Birth
W.P. Labuan,01/01/2021,2021,Chinese,50,Birth
W.P. Labuan,01/01/2022,2022,Chinese,46,Birth
W.P. Putrajaya,01/01/2012,2012,Chinese,10,Birth
W.P. Putrajaya,01/01/2013,2013,Chinese,12,Birth
W.P. Putrajaya,01/01/2014,2014,Chinese,8,Birth
W.P. Putrajaya,01/01/2015,2015,Chinese,8,Birth
W.P. Putrajaya,01/01/2016,2016,Chinese,5,Birth
W.P. Putrajaya,01/01/2017,2017,Chinese,8,Birth
W.P. Putrajaya,01/01/2018,2018,Chinese,3,Birth
W.P. Putrajaya,01/01/2019,2019,Chinese,11,Birth
W.P. Putrajaya,01/01/2020,2020,Chinese,15,Birth
W.P. Putrajaya,01/01/2021,2021,Chinese,13,Birth
W.P. Putrajaya,01/01/2022,2022,Chinese,9,Birth
Johor,01/01/2012,2012,Indian,3478,Birth
Johor,01/01/2013,2013,Indian,3366,Birth
Johor,01/01/2014,2014,Indian,3320,Birth
Johor,01/01/2015,2015,Indian,3236,Birth
Johor,01/01/2016,2016,Indian,3097,Birth
Johor,01/01/2017,2017,Indian,3426,Birth
Johor,01/01/2018,2018,Indian,3442,Birth
Johor,01/01/2019,2019,Indian,3336,Birth
Johor,01/01/2020,2020,Indian,3135,Birth
Johor,01/01/2021,2021,Indian,2064,Birth
Johor,01/01/2022,2022,Indian,2225,Birth
Kedah,01/01/2012,2012,Indian,1747,Birth
Kedah,01/01/2013,2013,Indian,1586,Birth
Kedah,01/01/2014,2014,Indian,1648,Birth
Kedah,01/01/2015,2015,Indian,1476,Birth
Kedah,01/01/2016,2016,Indian,1448,Birth
Kedah,01/01/2017,2017,Indian,1343,Birth
Kedah,01/01/2018,2018,Indian,1279,Birth
Kedah,01/01/2019,2019,Indian,1274,Birth
Kedah,01/01/2020,2020,Indian,1287,Birth
Kedah,01/01/2021,2021,Indian,1160,Birth
Kedah,01/01/2022,2022,Indian,1021,Birth
Kelantan,01/01/2012,2012,Indian,42,Birth
Kelantan,01/01/2013,2013,Indian,32,Birth
Kelantan,01/01/2014,2014,Indian,45,Birth
Kelantan,01/01/2015,2015,Indian,31,Birth
Kelantan,01/01/2016,2016,Indian,25,Birth
Kelantan,01/01/2017,2017,Indian,53,Birth
Kelantan,01/01/2018,2018,Indian,26,Birth
Kelantan,01/01/2019,2019,Indian,34,Birth
Kelantan,01/01/2020,2020,Indian,20,Birth
Kelantan,01/01/2021,2021,Indian,28,Birth
Kelantan,01/01/2022,2022,Indian,22,Birth
Melaka,01/01/2012,2012,Indian,732,Birth
Melaka,01/01/2013,2013,Indian,647,Birth
Melaka,01/01/2014,2014,Indian,615,Birth
Melaka,01/01/2015,2015,Indian,626,Birth
Melaka,01/01/2016,2016,Indian,575,Birth
Melaka,01/01/2017,2017,Indian,565,Birth
Melaka,01/01/2018,2018,Indian,566,Birth
Melaka,01/01/2019,2019,Indian,565,Birth
Melaka,01/01/2020,2020,Indian,562,Birth
Melaka,01/01/2021,2021,Indian,450,Birth
Melaka,01/01/2022,2022,Indian,479,Birth
Negeri Sembilan,01/01/2012,2012,Indian,2187,Birth
Negeri Sembilan,01/01/2013,2013,Indian,2150,Birth
Negeri Sembilan,01/01/2014,2014,Indian,2144,Birth
Negeri Sembilan,01/01/2015,2015,Indian,1993,Birth
Negeri Sembilan,01/01/2016,2016,Indian,1854,Birth
Negeri Sembilan,01/01/2017,2017,Indian,1859,Birth
Negeri Sembilan,01/01/2018,2018,Indian,1851,Birth
Negeri Sembilan,01/01/2019,2019,Indian,1764,Birth
Negeri Sembilan,01/01/2020,2020,Indian,1866,Birth
Negeri Sembilan,01/01/2021,2021,Indian,1640,Birth
Negeri Sembilan,01/01/2022,2022,Indian,1702,Birth
Pahang,01/01/2012,2012,Indian,736,Birth
Pahang,01/01/2013,2013,Indian,724,Birth
Pahang,01/01/2014,2014,Indian,706,Birth
Pahang,01/01/2015,2015,Indian,664,Birth
Pahang,01/01/2016,2016,Indian,652,Birth
Pahang,01/01/2017,2017,Indian,614,Birth
Pahang,01/01/2018,2018,Indian,568,Birth
Pahang,01/01/2019,2019,Indian,541,Birth
Pahang,01/01/2020,2020,Indian,554,Birth
Pahang,01/01/2021,2021,Indian,476,Birth
Pahang,01/01/2022,2022,Indian,465,Birth
Perak,01/01/2012,2012,Indian,3659,Birth
Perak,01/01/2013,2013,Indian,3364,Birth
Perak,01/01/2014,2014,Indian,3266,Birth
Perak,01/01/2015,2015,Indian,3189,Birth
Perak,01/01/2016,2016,Indian,2875,Birth
Perak,01/01/2017,2017,Indian,2910,Birth
Perak,01/01/2018,2018,Indian,2707,Birth
Perak,01/01/2019,2019,Indian,2701,Birth
Perak,01/01/2020,2020,Indian,2622,Birth
Perak,01/01/2021,2021,Indian,2381,Birth
Perak,01/01/2022,2022,Indian,2325,Birth
Perlis,01/01/2012,2012,Indian,38,Birth
Perlis,01/01/2013,2013,Indian,27,Birth
Perlis,01/01/2014,2014,Indian,36,Birth
Perlis,01/01/2015,2015,Indian,27,Birth
Perlis,01/01/2016,2016,Indian,24,Birth
Perlis,01/01/2017,2017,Indian,19,Birth
Perlis,01/01/2018,2018,Indian,21,Birth
Perlis,01/01/2019,2019,Indian,14,Birth
Perlis,01/01/2020,2020,Indian,25,Birth
Perlis,01/01/2021,2021,Indian,26,Birth
Perlis,01/01/2022,2022,Indian,18,Birth
Pulau Pinang,01/01/2012,2012,Indian,2110,Birth
Pulau Pinang,01/01/2013,2013,Indian,1963,Birth
Pulau Pinang,01/01/2014,2014,Indian,1942,Birth
Pulau Pinang,01/01/2015,2015,Indian,1927,Birth
Pulau Pinang,01/01/2016,2016,Indian,1874,Birth
Pulau Pinang,01/01/2017,2017,Indian,1815,Birth
Pulau Pinang,01/01/2018,2018,Indian,1700,Birth
Pulau Pinang,01/01/2019,2019,Indian,1660,Birth
Pulau Pinang,01/01/2020,2020,Indian,1645,Birth
Pulau Pinang,01/01/2021,2021,Indian,1534,Birth
Pulau Pinang,01/01/2022,2022,Indian,1474,Birth
Sabah,01/01/2012,2012,Indian,98,Birth
Sabah,01/01/2013,2013,Indian,89,Birth
Sabah,01/01/2014,2014,Indian,96,Birth
Sabah,01/01/2015,2015,Indian,99,Birth
Sabah,01/01/2016,2016,Indian,101,Birth
Sabah,01/01/2017,2017,Indian,114,Birth
Sabah,01/01/2018,2018,Indian,85,Birth
Sabah,01/01/2019,2019,Indian,80,Birth
Sabah,01/01/2020,2020,Indian,75,Birth
Sabah,01/01/2021,2021,Indian,63,Birth
Sabah,01/01/2022,2022,Indian,62,Birth
Sarawak,01/01/2012,2012,Indian,108,Birth
Sarawak,01/01/2013,2013,Indian,88,Birth
Sarawak,01/01/2014,2014,Indian,119,Birth
Sarawak,01/01/2015,2015,Indian,81,Birth
Sarawak,01/01/2016,2016,Indian,74,Birth
Sarawak,01/01/2017,2017,Indian,62,Birth
Sarawak,01/01/2018,2018,Indian,60,Birth
Sarawak,01/01/2019,2019,Indian,67,Birth
Sarawak,01/01/2020,2020,Indian,48,Birth
Sarawak,01/01/2021,2021,Indian,36,Birth
Sarawak,01/01/2022,2022,Indian,33,Birth
Selangor,01/01/2012,2012,Indian,9130,Birth
Selangor,01/01/2013,2013,Indian,8806,Birth
Selangor,01/01/2014,2014,Indian,8624,Birth
Selangor,01/01/2015,2015,Indian,8297,Birth
Selangor,01/01/2016,2016,Indian,7932,Birth
Selangor,01/01/2017,2017,Indian,7733,Birth
Selangor,01/01/2018,2018,Indian,7836,Birth
Selangor,01/01/2019,2019,Indian,7361,Birth
Selangor,01/01/2020,2020,Indian,7220,Birth
Selangor,01/01/2021,2021,Indian,6795,Birth
Selangor,01/01/2022,2022,Indian,6371,Birth
Terengganu,01/01/2012,2012,Indian,13,Birth
Terengganu,01/01/2013,2013,Indian,7,Birth
Terengganu,01/01/2014,2014,Indian,20,Birth
Terengganu,01/01/2015,2015,Indian,16,Birth
Terengganu,01/01/2016,2016,Indian,11,Birth
Terengganu,01/01/2017,2017,Indian,21,Birth
Terengganu,01/01/2018,2018,Indian,8,Birth
Terengganu,01/01/2019,2019,Indian,8,Birth
Terengganu,01/01/2020,2020,Indian,12,Birth
Terengganu,01/01/2021,2021,Indian,17,Birth
Terengganu,01/01/2022,2022,Indian,4,Birth
W.P. Kuala Lumpur,01/01/2012,2012,Indian,1720,Birth
W.P. Kuala Lumpur,01/01/2013,2013,Indian,1504,Birth
W.P. Kuala Lumpur,01/01/2014,2014,Indian,1685,Birth
W.P. Kuala Lumpur,01/01/2015,2015,Indian,1526,Birth
W.P. Kuala Lumpur,01/01/2016,2016,Indian,1475,Birth
W.P. Kuala Lumpur,01/01/2017,2017,Indian,1406,Birth
W.P. Kuala Lumpur,01/01/2018,2018,Indian,1407,Birth
W.P. Kuala Lumpur,01/01/2019,2019,Indian,1376,Birth
W.P. Kuala Lumpur,01/01/2020,2020,Indian,1357,Birth
W.P. Kuala Lumpur,01/01/2021,2021,Indian,1263,Birth
W.P. Kuala Lumpur,01/01/2022,2022,Indian,1211,Birth
W.P. Labuan,01/01/2012,2012,Indian,4,Birth
W.P. Labuan,01/01/2013,2013,Indian,6,Birth
W.P. Labuan,01/01/2014,2014,Indian,10,Birth
W.P. Labuan,01/01/2015,2015,Indian,6,Birth
W.P. Labuan,01/01/2016,2016,Indian,7,Birth
W.P. Labuan,01/01/2017,2017,Indian,7,Birth
W.P. Labuan,01/01/2018,2018,Indian,8,Birth
W.P. Labuan,01/01/2019,2019,Indian,4,Birth
W.P. Labuan,01/01/2020,2020,Indian,7,Birth
W.P. Labuan,01/01/2021,2021,Indian,1,Birth
W.P. Labuan,01/01/2022,2022,Indian,6,Birth
W.P. Putrajaya,01/01/2012,2012,Indian,38,Birth
W.P. Putrajaya,01/01/2013,2013,Indian,19,Birth
W.P. Putrajaya,01/01/2014,2014,Indian,25,Birth
W.P. Putrajaya,01/01/2015,2015,Indian,30,Birth
W.P. Putrajaya,01/01/2016,2016,Indian,31,Birth
W.P. Putrajaya,01/01/2017,2017,Indian,26,Birth
W.P. Putrajaya,01/01/2018,2018,Indian,22,Birth
W.P. Putrajaya,01/01/2019,2019,Indian,25,Birth
W.P. Putrajaya,01/01/2020,2020,Indian,23,Birth
W.P. Putrajaya,01/01/2021,2021,Indian,22,Birth
W.P. Putrajaya,01/01/2022,2022,Indian,21,Birth
